rater_row_id,verdict,issue_category,confidence,other_issues,notes
r0178,NO_ISSUE,none,medium,,"Anchor is a status color assignment (#4CAF50, Color.Red) inside a coroutine, not a composable; where it is rendered is not in the window. #4CAF50 on white is roughly 2.8:1 and would fail if used for body text."
r0179,NO_ISSUE,none,high,,18dp search Icon with null description inside a BasicTextField decoration box; decorative alongside the placeholder text. Not interactive.
r0180,NO_ISSUE,none,high,,Row inside the Card is .clickable with onClickLabel; clickable merges descendants so sender and code Texts form one node. Merge not missing and the click is labeled. Correct.
r0181,ISSUE,pointerinput_no_semantics,high,,Dialer key implemented with detectTapGestures for press/release with no semantics or role; the digit Text gives a name but the key cannot be activated via TalkBack. Custom press handling could have kept .clickable semantics alongside it.
r0182,ISSUE,missing_semantics_role,medium,,"Fourth copy of the Do-It SettingsScreenContent clickable ListItem (see r0009, r0163). No role on the clickable."
r0183,ISSUE,textfield_no_label,high,,"OutlinedTextField in an AlertDialog with placeholder only, no label."
r0184,ISSUE,textfield_no_label,medium,,OutlinedTextField with placeholder and supportingText but no label. isError with supportingText is handled; the missing persistent name is the gap.
r0185,NO_ISSUE,none,medium,color_contrast,"Error message body text styled headlineSmall for emphasis; a single centered status message, not a heading. Color.Red is hardcoded over an unknown background."
r0186,NO_ISSUE,none,medium,,Toggle-button label with maxLines=1 + Ellipsis; short button labels are conventionally single-line and TalkBack reads the full text.
r0187,ISSUE,text_truncation_scaling,low,,Source file name / summary with maxLines=1 + Ellipsis; the file name is unique content and there is no other place it appears. Low.
r0188,ISSUE,missing_semantics_role,medium,,ListItem with Modifier.clickable and no role; clickable merges headline/supporting so the name is fine.
r0189,ISSUE,decorative_mislabeled,medium,,"Icon(icon, '') passes an empty string rather than null; an empty description is announced as nothing but still marks the node as non-decorative, and is the wrong idiom. Card is clickable so the icon should be null."
r0190,NO_ISSUE,none,medium,,"Badge with #388E3C text on a 16%-alpha #4CAF50 tint over a surface; on white the effective background stays near-white and #388E3C gives roughly 4.6:1, passing AA for labelMedium. Cannot verify dark theme."
r0191,HANDLED,error_state_no_semantics,medium,,"AppTextField (custom wrapper) with label, isError and supportingText; assuming it forwards to Material, error semantics and message are provided."
r0192,NO_ISSUE,none,medium,missing_semantics_role,Static history Card with several Text rows and a Reorder Button; merging the whole card would collapse the button. Not interactive at the card level in the window.
r0193,ISSUE,progress_no_semantics,low,color_contrast,"Loading spinner with a sibling 'loading' Text that is not associated. Also that Text is white at 50% alpha, which is unlikely to reach 4.5:1."
r0194,ISSUE,pointerinput_no_semantics,high,,Color wheel driven by tap and drag with no semantics and no alternative input in the window; unusable with TalkBack. Sliders for H/S/V would be the standard alternative.
r0195,ISSUE,text_truncation_scaling,low,,"Chat box name in the app bar with maxLines=1 + Ellipsis and weight(fill=false) so the message count stays visible; name is unique content. Low, app-bar convention."
r0196,ISSUE,missing_semantics_role,medium,missing_content_description,"Duplicate of r0032 (same file, anchor 254). Clickable GlideImage with a name but no role; fallback branch is nameless."
r0197,NO_ISSUE,none,high,,Anchor is an 8dp Spacer between two buttons; not interactive. Detector misfire on .size().
r0198,ISSUE,textfield_no_label,high,,Message TextField with placeholder only and no label.
r0199,ISSUE,color_contrast,medium,,"Dark #0B0D0F background with Color.White text passes, but the 11sp label uses LinePurple at 80% alpha over #1A1D24; purple-on-dark at that size is likely under 4.5:1. Anchor color itself is fine; the derived text color is the risk."
r0200,ISSUE,pointerinput_no_semantics,high,,"Duplicate of r0194 (same file, anchor 186). Gesture-only color wheel."
r0201,ISSUE,missing_semantics_role,medium,,"Custom back button: Box.clickable with no role, Icon described 'back' gives a name. Size from dimen icon_button_size, unresolved."
r0202,ISSUE,missing_semantics_role,medium,,Column.clickable (edit action) with no role; name from merged food name and quantity text.
r0203,UNSURE,color_contrast,low,,Text color #95A6C5 on primaryContainer from the theme; the container color is theme-resolved so contrast cannot be computed from source. Light grey-blue text is a plausible failure on light containers.
r0204,ISSUE,pointerinput_no_semantics,medium,,"Radar chart data points selectable only by tap hit-testing with no semantics; point values are not exposed. Charts often accept this, but no alternative is visible."
r0205,ISSUE,missing_semantics_role,medium,decorative_mislabeled,"Avatar image made clickable (navigates to profile) with no role; the description 'Avatar' is generic and does not name the person, which is the useful name for a link."
r0206,ISSUE,pointerinput_no_semantics,medium,,Long-press drag reorder of nav items with no semantics or custom actions; reordering is gesture-only. The drawer hint text tells sighted users only.
r0207,NO_ISSUE,none,high,,"Static 24dp favorite Icon with contentDescription 'Favorite' conveying state; not interactive, so size does not apply and the description is meaningful."
r0208,ISSUE,missing_semantics_role,medium,,"CircularImage 'Your story' made clickable with no role; the name comes from the component if it exposes it. The AddCircle Icon overlay is null and not itself clickable, which is fine."
r0209,HANDLED,error_state_no_semantics,high,,"OutlinedTextField with label, isError and supportingText carrying the error; the sibling section title even uses semantics { heading() }. Well-formed."
r0210,NO_ISSUE,none,high,,"Rail item with clickable(role=Role.Tab), semantics { selected = active }, heightIn(min=48dp) and merged label text. Correct."
r0211,ISSUE,clickable_icon_not_iconbutton,high,"missing_content_description,missing_semantics_role","Duplicate of r0155 (same file, anchor 56 vs 60). Back Image with .clickable and null description."
r0212,ISSUE,missing_content_description,high,"touch_target_size,missing_semantics_role,missing_state_description","20dp color swatch Box.clickable with no content, no semantics, selection shown only by a border. Nameless, roleless, stateless and far under 48dp."
r0213,ISSUE,clickable_icon_not_iconbutton,high,"missing_content_description,touch_target_size,missing_semantics_role","Duplicate of r0055 (same file, anchor 66 vs 73). Clickable Icon with null description at 40dp."
r0214,UNSURE,error_state_no_semantics,low,,isError and errorMessage are passed into a custom BakingTextField not in the window; likely rendered as supportingText but cannot confirm.
r0215,ISSUE,textfield_no_label,high,,"Search OutlinedTextField with placeholder only, no label."
r0216,HANDLED,error_state_no_semantics,medium,,"Text field (BasicTextField-style state API) with isError and supportingText carrying the message; assuming a Material wrapper, error semantics and message are provided."
r0217,ISSUE,decorative_mislabeled,medium,,"Fastfood Icon described '92%', duplicating the adjacent Text '92%' so TalkBack reads the value twice; the icon should be null or describe the category ('food rating')."
r0218,HANDLED,textfield_no_label,high,,"OutlinedTextField with placeholder only, but the developer adds .semantics { contentDescription = searchLabel } and explains why in a comment; the field has a persistent accessible name."
r0219,NO_ISSUE,none,high,missing_semantics_role,Anchor Column is an expandable settings section whose header Row is separately clickable; merging the Column would swallow the header control. The header Row lacks a role and expanded state.
r0220,NO_ISSUE,none,high,missing_state_description,IconButton with Icon 'Back'. Correct. Favorite toggle keeps a static description (same pattern as r0077).
r0221,ISSUE,missing_semantics_role,medium,,AboutRow with Modifier.clickable passed in and no role; leading icons are correctly null. Name comes from the row's label if AboutRow merges (likely via clickable).
r0222,ISSUE,textfield_no_label,high,,"Large input TextField with placeholder only, no label, indicators transparent."
r0223,ISSUE,pointerinput_no_semantics,high,,Radar frame scrubber driven by tap and horizontal drag on a Canvas with no semantics; frame selection is unavailable to TalkBack. progressSemantics with setProgress would be the fix.
r0224,NO_ISSUE,none,high,"decorative_mislabeled,missing_heading_semantics",Anchor Card is a whole dialog with inputs and buttons; merging is inappropriate. The palette Icon is described 'Hero icon' (noise) and the headlineLarge title has no heading().
r0225,NO_ISSUE,none,medium,,"Anchor is a bar fill color in a Canvas chart, not text; chart data is drawn without semantics but that is outside the 15 categories. Non-text contrast of #4CAF50 bars on the card is not the anchor's question."
r0226,ISSUE,textfield_no_label,high,,"Search TextField with placeholder 'Search' only, no label. Leading Icon uses a custom wrapper with no description, which is fine as decorative."
r0227,ISSUE,missing_heading_semantics,low,,App name in headlineSmall under a logo in an about block; acts as the page title with no heading(). Low because an about screen has little to navigate.
r0228,NO_ISSUE,none,high,,IconButton with Icon described 'Browser commands'. Correct.
r0229,ISSUE,pointerinput_no_semantics,medium,,Category item opens a context menu only via long-press in detectTapGestures with no semantics or customActions; the menu is unreachable with TalkBack. Tap handling may exist above the window.
r0230,NO_ISSUE,none,medium,,"ElasticPressContainer uses detectTapGestures(onPress) only for a scale animation and passes content through; it does not consume taps, so any clickable child keeps its semantics. Wrapper, not a control."
r0231,ISSUE,color_contrast,high,,"Difficulty badge with Color.White labelMedium on #4CAF50 (about 2.8:1), #FFC107 (about 1.6:1) and #FF5722 (about 3.1:1); all three fail 4.5:1 and the two lighter ones fail 3:1 as well."
r0232,NO_ISSUE,none,medium,,Short labelSmall tile caption with maxLines=1 + Ellipsis; the value below is the content and is unconstrained. Caption truncation is acceptable.
r0233,NO_ISSUE,none,high,,Anchor is a 12dp Spacer; not interactive. Detector misfire on .size().
r0234,NO_ISSUE,none,medium,missing_heading_semantics,"Section title with maxLines=1 + Ellipsis; titles are short resource strings and TalkBack reads the full text. It is a reusable SectionTitle with no heading(), which is the real gap."
r0235,ISSUE,missing_semantics_role,medium,,"Row.selectable without role=Role.RadioButton, and the inner RadioButton keeps its own onClick, so two focus targets exist. Label merges via selectable."
r0236,ISSUE,clickable_icon_not_iconbutton,high,"missing_content_description,touch_target_size,missing_semantics_role","Close Icon with .clickable directly, contentDescription=null, 24dp: nameless, roleless, half the minimum target."
r0237,NO_ISSUE,none,medium,touch_target_size,"Clear-text action Icon with contentDescription 'Clear Text' via a custom wrapper that takes an onClick; naming is fine. 26dp visual size, and whether the wrapper pads the target is unknown."
r0238,NO_ISSUE,none,high,missing_heading_semantics,Decorative MenuBook Icon (null) beside a 'Contents' header Text. Correct. The header has no heading().
r0239,ISSUE,textfield_no_label,high,,"Search OutlinedTextField with placeholder only and no label, borders transparent."
r0240,ISSUE,progress_no_semantics,low,,14dp spinner with a sibling 'loading' Text that is not programmatically associated. Same pattern as r0006.
r0241,ISSUE,textfield_no_label,high,,"Chat input OutlinedTextField with placeholder only, no label."
r0242,UNSURE,none,low,,"Anchor resolved to an import line; only the import block is in the window. Extraction artifact, same as r0018."
r0243,NO_ISSUE,none,high,,"44dp theme swatch Box.clickable with an explicit semantics block: role=RadioButton, selected state, contentDescription from the palette name. Well-formed; 44dp is close to minimum."
r0244,NO_ISSUE,none,high,,IconButton wrapping an Image with contentDescription 'Add new todo'. Correct; explicit 34dp size on an IconButton is padded to 48dp by the framework.
r0245,NO_ISSUE,none,medium,,"Full-screen scrim Box with detectTapGestures(onTap = onDismiss) behind a dialog; a tap-outside-to-dismiss surface, not a control. TalkBack users still have back navigation."
r0246,NO_ISSUE,none,high,decorative_mislabeled,"Card holds a title, a Download Button and an expand IconButton; merging would collapse the controls. The expand Icon is described 'extend', a poor name."
r0247,ISSUE,missing_semantics_role,medium,,"Row.clickable(role=Role.RadioButton) is not selectable, so no selected state is exposed on the row, and the inner RadioButton keeps its own onClick giving two targets. selectable(selected, role) with RadioButton(onClick=null) is the correct form."
r0248,HANDLED,progress_no_semantics,high,,"Determinate LinearProgressIndicator with a progress lambda (framework progressSemantics) and an indeterminate fallback, both under a descriptive banner Text."
r0249,ISSUE,text_truncation_scaling,low,,"Book title and metadata each maxLines=1 + Ellipsis in a list row; the title is unique content. Common list pattern, low."
r0250,ISSUE,missing_semantics_role,medium,"touch_target_size,missing_state_description","Duplicate of r0075 (same file, anchor 85). 42dp Box.clickable with no role; selected state only via enabled and color."
r0251,NO_ISSUE,none,medium,,"Empty-state title in titleLarge with subtitle and a button; it is the only content on screen, so heading navigation adds little. Adding heading() would be harmless but its absence is not a defect here."
r0252,ISSUE,decorative_mislabeled,low,,"Large illustrative Icon described 'Install commands', duplicating the button label below it; better as null. Low impact."
r0253,ISSUE,missing_content_description,medium,"missing_semantics_role,missing_interaction_semantics","Invisible Box overlaid on a date field (matchParentSize, indication=null) with .clickable to open a date picker; the Box has no name, role or label, so TalkBack finds an anonymous clickable covering the field."
r0254,ISSUE,missing_content_description,high,"missing_state_description,missing_semantics_role","44dp color swatch Box.clickable with no name (no text, check Icon null) and selection shown only by a border. Nameless, roleless, stateless."
r0255,ISSUE,missing_semantics_role,medium,,Merge-candidate Column.clickable with no role; name comes from merged GlideImage description and text.
r0256,ISSUE,missing_heading_semantics,medium,,Section header in titleLarge + SemiBold with no heading().
r0257,ISSUE,decorative_mislabeled,medium,color_contrast,Poster AsyncImage described 'Movie Image' beside the movie title Text; the description is redundant noise. Also Color(0xFF4AAEC0) 12sp overview text on an unknown dark background.
r0258,NO_ISSUE,none,high,,Help IconButton with Icon described 'Help'. Correct; explicit 40dp on IconButton is padded to 48dp by the framework.
r0259,ISSUE,pointerinput_no_semantics,high,,"Duplicate pattern of r0172 (same file, vertical variant, anchor 200). App item with tap, long-press and drag via pointerInput and no semantics."
r0260,UNSURE,color_contrast,low,,Search input text #7D8597 on primaryContainer from the theme; container is theme-resolved so contrast cannot be computed. Mid-grey text is a plausible failure.
r0261,NO_ISSUE,none,high,,IconButton with Icon described by a resource string. Correct.
r0262,NO_ISSUE,none,medium,color_contrast,"Glance widget refresh Image with contentDescription 'refresh' and GlanceModifier.clickable; named and actionable. Glance has no role API. Day text #787878 on #001F3F is roughly 2.4:1, failing."
r0263,ISSUE,text_truncation_scaling,low,,"File name and saved location each maxLines=1 + Ellipsis; the name is unique content. Common list pattern, low."
r0264,ISSUE,missing_semantics_role,medium,,"ListItem with Modifier.clickable and no role; clickable merges headline and the selected check Icon description. Selected state is conveyed via that description rather than semantics, which works but is fragile."
r0265,NO_ISSUE,none,medium,color_contrast,Product placeholder Image with contentDescription=null beside brand and product name Texts; the image is illustrative and the text carries the information. Color.Gray brand text on an unknown background.
r0266,ISSUE,clickable_icon_not_iconbutton,high,"missing_content_description,missing_semantics_role","Duplicate of r0150 (same file, anchor 47 vs 41). Back Image with .clickable and null description."
r0267,NO_ISSUE,none,high,,18dp leading Icon with null description inside a FilterChip whose label Text supplies the name and whose selected state is native. Correct.
r0268,ISSUE,missing_semantics_role,medium,,Settings Row.clickable with no role; label and value Texts merge into the name via clickable.
r0269,NO_ISSUE,none,high,,Anchor is an 8dp Spacer list item; not interactive. Detector misfire on .size().
r0270,NO_ISSUE,none,medium,,Selected-status label in a dropdown trigger with maxLines=1 + Ellipsis; short resource strings and TalkBack reads the full text.
r0271,ISSUE,decorative_mislabeled,medium,,"Duplicate of r0217 (same file, anchor 278). Icon described '92%' next to Text '92%'."
r0272,ISSUE,decorative_mislabeled,high,,Leading Icon described 'Icon' and the trailing IconButton's Icon described 'Button Icon'; both are noise and the trailing one is an unnamed action. The row itself is not clickable.
r0273,ISSUE,missing_semantics_role,medium,pointerinput_no_semantics,Nav row .clickable with no role; drag handle Icon is described 'Drag to reorder' but the drag itself is gesture-only (see r0206).
r0274,NO_ISSUE,none,high,,"Row.toggleable(role=Role.Switch) with minimumInteractiveComponentSize, merged PreferenceText, and a Switch rendered without its own ripple. Textbook implementation."
r0275,ISSUE,missing_content_description,medium,missing_semantics_role,"ColorSwatch (32dp) inside a clickable expander Row; the swatch has no description so the current color is not announced, and the Row has no role or expanded state. The expand Icon is described, which partly names the row."
r0276,NO_ISSUE,none,high,,ListItem.toggleable(role=Role.Switch) with Switch(onCheckedChange=null); toggleable merges headline and supporting text. Correct.
r0277,ISSUE,missing_content_description,low,missing_semantics_role,"Demo: outer Box.clickable and nested Surface.clickable, neither with a name or role; the outer Box has no text child so it is an anonymous clickable. Illustrative sample code, low."
r0278,ISSUE,decorative_mislabeled,medium,,IconButton navigating to detail has its Icon described 'next icon'; the word 'icon' is noise and the name does not say what it opens. Should be 'View details' or similar.
r0279,ISSUE,decorative_mislabeled,low,,"Menu IconButton with a no-op onClick and Icon described 'menu'; the description is fine as a name, but a named action that does nothing misleads TalkBack users. Borderline; the naming itself is acceptable."
r0280,ISSUE,progress_no_semantics,medium,,"Indeterminate LinearProgressIndicator shown while fetching, no label; progress bar announces without context."
r0281,ISSUE,text_truncation_scaling,low,,"Duplicate of r0195 (same file, anchor 360). Chat box name truncated in the app bar."
r0282,NO_ISSUE,none,high,,"Preview data: #272727 text on #FDFDFD background is roughly 13:1, white CTA text on #0A3D2E roughly 11:1. Both pass comfortably. Preview-only code."
r0283,ISSUE,missing_semantics_role,medium,touch_target_size,Copy-ID Row.clickable with no role; name from merged text and 'Copy ID' Icon description. bodySmall text plus a 14dp icon with no padding inside the clickable gives a target well under 48dp.
r0284,ISSUE,textfield_no_label,medium,,OutlinedTextField in an AlertDialog with placeholder only; the dialog title names the setting but is not associated with the field. Password visibility toggle is correctly described.
r0285,NO_ISSUE,none,high,,"Duplicate of r0274 (fork of the same project, anchor 39). Row.toggleable(role=Switch) with minimumInteractiveComponentSize. Correct."
r0286,ISSUE,text_truncation_scaling,low,,Version name and update time each maxLines=1 + Ellipsis; the version name is unique content. Low.
r0287,NO_ISSUE,none,high,,"Empty-state Column with an emoji Text, title, subtitle and a Button; merging would swallow the button. The emoji Text will be read as its Unicode name, which is harmless."
r0288,ISSUE,missing_semantics_role,medium,touch_target_size,City result Text.clickable with no role; bodyMedium plus 8dp vertical padding inside the clickable gives roughly 36dp. Name is the city text.
r0289,NO_ISSUE,none,high,missing_semantics_role,"Anchor Column is a whole post item with a clickable avatar, text and actions; merging would collapse the controls. The avatar's .clickable has no role, and padding is applied before clickable so its target excludes the padding."
r0290,NO_ISSUE,none,high,,Leading lock Icon with null description inside a labeled password field; decorative. The visibility toggle is an IconButton with a state-aware description. Correct.
r0291,NO_ISSUE,none,high,,IconButton with Icon 'Back'. Correct.
r0292,ISSUE,pointerinput_no_semantics,medium,,Interactive line chart selects points via tap and drag with no semantics; selection and values are unavailable to TalkBack. Charts often accept this; no alternative visible.
r0293,ISSUE,missing_content_description,medium,"missing_semantics_role,missing_interaction_semantics","Amount display Text made clickable (indication=null) to focus a hidden 1dp text field; the visible element has no role or label saying it edits the amount, and the real input is alpha 0 and 1dp, which is a hidden-control pattern TalkBack handles poorly."
r0294,NO_ISSUE,none,high,,18dp Icon with null description beside a label Text in a non-interactive meta row; decorative. The action is a separate TextButton.
r0295,NO_ISSUE,none,medium,,"Anchor is a 2dp border color (#4CAF50 vs outline) used as a success flash, not text. Success is also shown by an Icon + Text row, so color is not the only cue."
r0296,ISSUE,missing_merge_descendants,medium,,Checkbox and its label Text are unassociated siblings in an unmerged Row; the Checkbox focuses without a name. State announced natively.
r0297,UNSURE,error_state_no_semantics,low,,isError and errorText passed into a custom EmailTextField not in the window; likely rendered via supportingText but cannot confirm.
r0298,ISSUE,missing_heading_semantics,medium,,Screen title 'age X25519' in titleLarge with no heading().
r0299,ISSUE,textfield_no_label,high,,"Compose-post TextField with placeholder only and no label, filling the screen."
r0300,ISSUE,missing_heading_semantics,medium,,Movie title in headlineSmall + Bold as the detail-screen header with no heading().
