model,item_id,pred,gold,correct,conf
gemini-flash,pilot-0297,True,False,False,95.0
gemini-flash,pilot-0298,True,True,True,100.0
gemini-flash,pilot-0299,True,True,True,90.0
gemini-flash,pilot-0300,False,False,True,95.0
gemini-flash,n0032,True,False,False,95.0
gemini-flash,n0021,False,False,True,95.0
gemini-flash,n0060,False,False,True,95.0
gemini-flash,n0018,False,False,True,95.0
gemini-flash,n0035,False,False,True,100.0
gemini-flash,n0016,True,False,False,85.0
gemini-flash,n0022,False,False,True,95.0
gemini-flash,n0046,True,False,False,85.0
gemini-flash,n0013,True,False,False,90.0
gemini-flash,n0014,False,False,True,95.0
gemini-flash,n0028,False,False,True,95.0
gemini-flash,n0019,True,False,False,85.0
gemini-flash,n0033,False,False,True,90.0
gemini-flash,n0017,True,False,False,95.0
gemini-flash,n0044,True,False,False,90.0
gemini-flash,n0023,False,False,True,95.0
gemini-flash,n0056,False,False,True,0.0
gemini-flash,n0030,True,False,False,85.0
gemini-flash,n0052,False,False,True,95.0
gemini-flash,n0037,True,False,False,95.0
gemini-flash,n0034,True,False,False,85.0
gemini-flash,n0025,False,False,True,95.0
gemini-flash,n0059,False,False,True,95.0
gemini-flash,n0039,False,False,True,95.0
gemini-flash,n0053,False,False,True,95.0
gemini-flash,n0049,True,False,False,85.0
gemini-flash,n0043,False,False,True,95.0
gemini-flash,n0058,False,False,True,95.0
gemini-flash,n0054,True,False,False,85.0
gemini-flash,n0015,False,False,True,95.0
gemini-flash,n0029,False,False,True,95.0
gemini-flash,n0024,False,False,True,95.0
gemini-flash,n0020,False,False,True,95.0
gemini-flash,n0055,False,False,True,95.0
gemini-flash,n0026,False,False,True,95.0
gemini-flash,n0005,False,False,True,100.0
gemini-flash,n0048,True,False,False,90.0
gpt-mini,pilot-0002,True,True,True,88.0
gpt-mini,pilot-0003,True,True,True,85.0
gpt-mini,pilot-0005,True,True,True,90.0
gpt-mini,pilot-0006,True,True,True,92.0
gpt-mini,pilot-0007,True,False,False,90.0
gpt-mini,pilot-0008,True,True,True,95.0
gpt-mini,pilot-0009,True,True,True,90.0
gpt-mini,pilot-0010,True,True,True,80.0
gpt-mini,pilot-0011,True,True,True,85.0
gpt-mini,pilot-0014,True,True,True,80.0
gpt-mini,pilot-0015,True,True,True,85.0
gpt-mini,pilot-0016,True,True,True,80.0
gpt-mini,pilot-0017,True,True,True,90.0
gpt-mini,pilot-0018,True,True,True,88.0
gpt-mini,pilot-0019,True,True,True,85.0
gpt-mini,pilot-0020,True,True,True,90.0
gpt-mini,pilot-0021,True,False,False,85.0
gpt-mini,pilot-0022,True,False,False,85.0
gpt-mini,pilot-0024,True,False,False,85.0
gpt-mini,pilot-0025,True,True,True,85.0
gpt-mini,pilot-0027,False,False,True,90.0
gpt-mini,pilot-0030,True,False,False,80.0
gpt-mini,pilot-0036,True,False,False,90.0
gpt-mini,pilot-0038,True,False,False,85.0
gpt-mini,pilot-0039,True,True,True,90.0
gpt-mini,pilot-0040,True,True,True,90.0
gpt-mini,pilot-0041,True,False,False,85.0
gpt-mini,pilot-0043,False,True,False,80.0
gpt-mini,pilot-0044,True,False,False,90.0
gpt-mini,pilot-0045,True,True,True,85.0
gpt-mini,pilot-0046,True,False,False,80.0
gpt-mini,pilot-0047,True,False,False,85.0
gpt-mini,pilot-0048,True,False,False,85.0
gpt-mini,pilot-0049,True,True,True,90.0
gpt-mini,pilot-0050,True,True,True,85.0
gpt-mini,pilot-0051,True,True,True,85.0
gpt-mini,pilot-0052,True,True,True,80.0
gpt-mini,pilot-0053,True,False,False,80.0
gpt-mini,pilot-0054,True,True,True,85.0
gpt-mini,pilot-0056,True,True,True,85.0
gpt-mini,pilot-0057,True,False,False,85.0
gpt-mini,pilot-0058,True,False,False,85.0
gpt-mini,pilot-0059,True,True,True,70.0
gpt-mini,pilot-0060,True,True,True,85.0
gpt-mini,pilot-0061,True,False,False,90.0
gpt-mini,pilot-0062,False,False,True,90.0
gpt-mini,pilot-0063,True,False,False,70.0
gpt-mini,pilot-0064,True,False,False,90.0
gpt-mini,pilot-0065,True,False,False,80.0
gpt-mini,pilot-0067,True,False,False,85.0
gpt-mini,pilot-0068,True,False,False,85.0
gpt-mini,pilot-0069,True,False,False,85.0
gpt-mini,pilot-0073,True,False,False,90.0
gpt-mini,pilot-0074,False,False,True,90.0
gpt-mini,pilot-0076,True,False,False,85.0
gpt-mini,pilot-0078,False,False,True,90.0
gpt-mini,pilot-0079,True,False,False,85.0
gpt-mini,pilot-0080,True,False,False,80.0
gpt-mini,pilot-0081,True,False,False,85.0
gpt-mini,pilot-0082,True,False,False,90.0
gpt-mini,pilot-0083,True,False,False,90.0
gpt-mini,pilot-0084,True,True,True,85.0
gpt-mini,pilot-0085,True,False,False,90.0
gpt-mini,pilot-0086,True,False,False,80.0
gpt-mini,pilot-0087,True,False,False,60.0
gpt-mini,pilot-0088,True,False,False,85.0
gpt-mini,pilot-0089,True,False,False,90.0
gpt-mini,pilot-0090,True,False,False,75.0
gpt-mini,pilot-0091,True,False,False,80.0
gpt-mini,pilot-0092,True,False,False,85.0
gpt-mini,pilot-0093,True,False,False,85.0
gpt-mini,pilot-0094,True,False,False,80.0
gpt-mini,pilot-0095,True,False,False,90.0
gpt-mini,pilot-0096,True,False,False,80.0
gpt-mini,pilot-0097,True,False,False,85.0
gpt-mini,pilot-0098,True,False,False,90.0
gpt-mini,pilot-0099,True,True,True,85.0
gpt-mini,pilot-0100,False,False,True,90.0
gpt-mini,pilot-0101,True,False,False,85.0
gpt-mini,pilot-0102,True,True,True,85.0
gpt-mini,pilot-0103,True,True,True,80.0
gpt-mini,pilot-0104,True,True,True,85.0
gpt-mini,pilot-0105,False,True,False,85.0
gpt-mini,pilot-0106,True,True,True,90.0
gpt-mini,pilot-0107,True,True,True,85.0
gpt-mini,pilot-0108,True,True,True,80.0
gpt-mini,pilot-0109,True,True,True,85.0
gpt-mini,pilot-0110,True,True,True,82.0
gpt-mini,pilot-0111,True,True,True,85.0
gpt-mini,pilot-0112,True,False,False,85.0
gpt-mini,pilot-0113,True,True,True,85.0
gpt-mini,pilot-0114,True,True,True,75.0
gpt-mini,pilot-0115,True,True,True,75.0
gpt-mini,pilot-0116,True,True,True,90.0
gpt-mini,pilot-0117,True,False,False,80.0
gpt-mini,pilot-0118,True,True,True,90.0
gpt-mini,pilot-0119,True,True,True,85.0
gpt-mini,pilot-0120,True,False,False,85.0
gpt-mini,pilot-0121,True,False,False,90.0
gpt-mini,pilot-0122,True,True,True,85.0
gpt-mini,pilot-0123,True,True,True,85.0
gpt-mini,pilot-0124,True,True,True,70.0
gpt-mini,pilot-0125,True,True,True,85.0
gpt-mini,pilot-0126,True,True,True,85.0
gpt-mini,pilot-0127,True,True,True,85.0
gpt-mini,pilot-0128,True,True,True,80.0
gpt-mini,pilot-0129,True,True,True,90.0
gpt-mini,pilot-0130,True,True,True,90.0
gpt-mini,pilot-0131,True,True,True,80.0
gpt-mini,pilot-0132,True,True,True,85.0
gpt-mini,pilot-0134,True,True,True,80.0
gpt-mini,pilot-0135,True,True,True,80.0
gpt-mini,pilot-0136,True,False,False,75.0
gpt-mini,pilot-0137,True,True,True,80.0
gpt-mini,pilot-0139,True,True,True,80.0
gpt-mini,pilot-0140,True,True,True,80.0
gpt-mini,pilot-0141,True,False,False,85.0
gpt-mini,pilot-0142,True,False,False,85.0
gpt-mini,pilot-0143,True,False,False,80.0
gpt-mini,pilot-0144,True,False,False,85.0
gpt-mini,pilot-0145,True,False,False,85.0
gpt-mini,pilot-0146,True,False,False,90.0
gpt-mini,pilot-0147,True,True,True,85.0
gpt-mini,pilot-0148,True,False,False,90.0
gpt-mini,pilot-0149,True,False,False,90.0
gpt-mini,pilot-0150,True,False,False,85.0
gpt-mini,pilot-0151,True,False,False,90.0
gpt-mini,pilot-0152,True,False,False,80.0
gpt-mini,pilot-0153,True,False,False,85.0
gpt-mini,pilot-0154,True,False,False,85.0
gpt-mini,pilot-0155,True,False,False,70.0
gpt-mini,pilot-0156,True,False,False,90.0
gpt-mini,pilot-0157,True,False,False,80.0
gpt-mini,pilot-0158,True,False,False,85.0
gpt-mini,pilot-0159,True,True,True,85.0
gpt-mini,pilot-0160,True,False,False,85.0
gpt-mini,pilot-0161,True,True,True,85.0
gpt-mini,pilot-0162,True,False,False,90.0
gpt-mini,pilot-0163,True,True,True,90.0
gpt-mini,pilot-0164,True,True,True,85.0
gpt-mini,pilot-0165,True,True,True,90.0
gpt-mini,pilot-0166,True,True,True,85.0
gpt-mini,pilot-0167,True,True,True,90.0
gpt-mini,pilot-0168,True,True,True,85.0
gpt-mini,pilot-0170,True,True,True,90.0
gpt-mini,pilot-0171,True,True,True,85.0
gpt-mini,pilot-0172,True,True,True,80.0
gpt-mini,pilot-0173,True,True,True,85.0
gpt-mini,pilot-0174,True,True,True,75.0
gpt-mini,pilot-0175,True,True,True,85.0
gpt-mini,pilot-0176,True,True,True,70.0
gpt-mini,pilot-0177,True,False,False,80.0
gpt-mini,pilot-0178,True,True,True,90.0
gpt-mini,pilot-0179,True,True,True,85.0
gpt-mini,pilot-0180,True,True,True,90.0
gpt-mini,pilot-0181,True,False,False,90.0
gpt-mini,pilot-0182,True,True,True,80.0
gpt-mini,pilot-0183,True,False,False,90.0
gpt-mini,pilot-0184,True,True,True,85.0
gpt-mini,pilot-0185,True,False,False,90.0
gpt-mini,pilot-0186,True,True,True,85.0
gpt-mini,pilot-0187,True,True,True,90.0
gpt-mini,pilot-0188,True,False,False,85.0
gpt-mini,pilot-0189,True,True,True,90.0
gpt-mini,pilot-0190,True,False,False,88.0
gpt-mini,pilot-0191,True,True,True,85.0
gpt-mini,pilot-0192,True,False,False,85.0
gpt-mini,pilot-0193,False,True,False,40.0
gpt-mini,pilot-0194,True,True,True,80.0
gpt-mini,pilot-0195,True,True,True,90.0
gpt-mini,pilot-0197,True,True,True,80.0
gpt-mini,pilot-0198,True,True,True,85.0
gpt-mini,pilot-0199,True,True,True,85.0
gpt-mini,pilot-0200,True,True,True,85.0
gpt-mini,pilot-0201,True,True,True,85.0
gpt-mini,pilot-0202,False,False,True,90.0
gpt-mini,pilot-0203,True,True,True,90.0
gpt-mini,pilot-0204,True,True,True,90.0
gpt-mini,pilot-0205,True,True,True,90.0
gpt-mini,pilot-0206,True,True,True,90.0
gpt-mini,pilot-0207,True,True,True,90.0
gpt-mini,pilot-0208,True,True,True,90.0
gpt-mini,pilot-0209,True,True,True,82.0
gpt-mini,pilot-0210,True,True,True,85.0
gpt-mini,pilot-0211,True,True,True,90.0
gpt-mini,pilot-0212,False,False,True,85.0
gpt-mini,pilot-0213,True,False,False,90.0
gpt-mini,pilot-0214,True,True,True,90.0
gpt-mini,pilot-0215,True,True,True,80.0
gpt-mini,pilot-0216,True,True,True,90.0
gpt-mini,pilot-0217,True,True,True,85.0
gpt-mini,pilot-0218,True,False,False,90.0
gpt-mini,pilot-0219,True,True,True,90.0
gpt-mini,pilot-0221,True,False,False,80.0
gpt-mini,pilot-0222,True,False,False,90.0
gpt-mini,pilot-0223,True,False,False,60.0
gpt-mini,pilot-0224,True,False,False,80.0
gpt-mini,pilot-0225,False,False,True,85.0
gpt-mini,pilot-0226,True,False,False,90.0
gpt-mini,pilot-0227,True,False,False,65.0
gpt-mini,pilot-0228,True,False,False,80.0
gpt-mini,pilot-0229,True,False,False,85.0
gpt-mini,pilot-0231,False,False,True,65.0
gpt-mini,pilot-0232,True,False,False,72.0
gpt-mini,pilot-0233,True,False,False,90.0
gpt-mini,pilot-0234,True,False,False,80.0
gpt-mini,pilot-0235,True,False,False,90.0
gpt-mini,pilot-0236,True,False,False,85.0
gpt-mini,pilot-0237,True,False,False,85.0
gpt-mini,pilot-0238,True,False,False,90.0
gpt-mini,pilot-0239,True,False,False,88.0
gpt-mini,pilot-0240,True,False,False,90.0
gpt-mini,pilot-0241,False,False,True,85.0
gpt-mini,pilot-0242,True,True,True,90.0
gpt-mini,pilot-0243,True,True,True,80.0
gpt-mini,pilot-0244,True,False,False,75.0
gpt-mini,pilot-0245,True,True,True,90.0
gpt-mini,pilot-0246,True,False,False,85.0
gpt-mini,pilot-0247,True,True,True,80.0
gpt-mini,pilot-0248,True,False,False,85.0
gpt-mini,pilot-0249,True,True,True,85.0
gpt-mini,pilot-0250,True,True,True,90.0
gpt-mini,pilot-0251,False,False,True,90.0
gpt-mini,pilot-0252,True,True,True,88.0
gpt-mini,pilot-0254,True,True,True,75.0
gpt-mini,pilot-0255,True,True,True,85.0
gpt-mini,pilot-0256,True,True,True,85.0
gpt-mini,pilot-0257,True,False,False,85.0
gpt-mini,pilot-0258,True,True,True,80.0
gpt-mini,pilot-0259,True,True,True,90.0
gpt-mini,pilot-0260,True,False,False,80.0
gpt-mini,pilot-0261,True,True,True,90.0
gpt-mini,pilot-0262,True,False,False,80.0
gpt-mini,pilot-0263,True,True,True,88.0
gpt-mini,pilot-0264,True,True,True,85.0
gpt-mini,pilot-0265,True,True,True,90.0
gpt-mini,pilot-0266,True,False,False,80.0
gpt-mini,pilot-0267,True,True,True,90.0
gpt-mini,pilot-0268,True,True,True,85.0
gpt-mini,pilot-0269,True,True,True,90.0
gpt-mini,pilot-0270,True,False,False,85.0
gpt-mini,pilot-0271,True,True,True,85.0
gpt-mini,pilot-0272,True,True,True,95.0
gpt-mini,pilot-0273,True,True,True,85.0
gpt-mini,pilot-0274,True,True,True,85.0
gpt-mini,pilot-0275,True,True,True,75.0
gpt-mini,pilot-0276,True,True,True,90.0
gpt-mini,pilot-0277,True,True,True,85.0
gpt-mini,pilot-0278,True,True,True,85.0
gpt-mini,pilot-0279,True,True,True,90.0
gpt-mini,pilot-0280,True,False,False,80.0
gpt-mini,pilot-0281,True,True,True,90.0
gpt-mini,pilot-0282,True,False,False,90.0
gpt-mini,pilot-0283,True,True,True,85.0
gpt-mini,pilot-0285,True,False,False,85.0
gpt-mini,pilot-0286,True,False,False,85.0
gpt-mini,pilot-0287,True,False,False,80.0
gpt-mini,pilot-0288,True,False,False,80.0
gpt-mini,pilot-0289,True,True,True,90.0
gpt-mini,pilot-0290,True,False,False,86.0
gpt-mini,pilot-0291,True,True,True,90.0
gpt-mini,pilot-0292,True,False,False,85.0
gpt-mini,pilot-0293,True,True,True,90.0
gpt-mini,pilot-0294,True,False,False,90.0
gpt-mini,pilot-0295,True,False,False,70.0
gpt-mini,pilot-0296,True,False,False,80.0
gpt-mini,pilot-0297,False,False,True,85.0
gpt-mini,pilot-0298,True,True,True,90.0
gpt-mini,pilot-0299,True,True,True,85.0
gpt-mini,pilot-0300,True,False,False,80.0
gpt-mini,n0032,False,False,True,92.0
gpt-mini,n0021,True,False,False,85.0
gpt-mini,n0060,True,False,False,90.0
gpt-mini,n0018,False,False,True,90.0
gpt-mini,n0035,False,False,True,90.0
gpt-mini,n0016,True,False,False,80.0
gpt-mini,n0022,False,False,True,60.0
gpt-mini,n0046,True,False,False,85.0
gpt-mini,n0013,True,False,False,80.0
gpt-mini,n0014,False,False,True,90.0
gpt-mini,n0028,True,False,False,80.0
gpt-mini,n0019,True,False,False,88.0
gpt-mini,n0033,True,False,False,90.0
gpt-mini,n0017,True,False,False,95.0
gpt-mini,n0044,True,False,False,85.0
gpt-mini,n0023,False,False,True,90.0
gpt-mini,n0056,False,False,True,85.0
gpt-mini,n0030,True,False,False,80.0
gpt-mini,n0052,True,False,False,85.0
gpt-mini,n0037,True,False,False,85.0
gpt-mini,n0034,True,False,False,85.0
gpt-mini,n0025,True,False,False,90.0
gpt-mini,n0059,True,False,False,65.0
gpt-mini,n0039,True,False,False,90.0
gpt-mini,n0053,False,False,True,90.0
gpt-mini,n0049,True,False,False,85.0
gpt-mini,n0043,True,False,False,75.0
gpt-mini,n0058,False,False,True,80.0
gpt-mini,n0054,True,False,False,85.0
gpt-mini,n0015,False,False,True,90.0
gpt-mini,n0029,True,False,False,85.0
gpt-mini,n0024,True,False,False,85.0
gpt-mini,n0020,False,False,True,90.0
gpt-mini,n0055,False,False,True,85.0
gpt-mini,n0026,True,False,False,90.0
gpt-mini,n0005,True,False,False,80.0
gpt-mini,n0048,True,False,False,80.0
mistral,pilot-0002,True,True,True,90.0
mistral,pilot-0003,True,True,True,90.0
mistral,pilot-0005,True,True,True,90.0
mistral,pilot-0007,True,False,False,100.0
mistral,pilot-0008,True,True,True,90.0
mistral,pilot-0009,True,True,True,90.0
mistral,pilot-0010,True,True,True,80.0
mistral,pilot-0011,True,True,True,90.0
mistral,pilot-0014,True,True,True,100.0
mistral,pilot-0015,True,True,True,100.0
mistral,pilot-0016,True,True,True,90.0
mistral,pilot-0017,True,True,True,90.0
mistral,pilot-0018,True,True,True,90.0
mistral,pilot-0019,True,True,True,100.0
mistral,pilot-0020,True,True,True,100.0
mistral,pilot-0021,True,False,False,100.0
mistral,pilot-0022,True,False,False,80.0
mistral,pilot-0024,True,False,False,90.0
mistral,pilot-0025,True,True,True,100.0
mistral,pilot-0027,True,False,False,100.0
mistral,pilot-0030,True,False,False,90.0
mistral,pilot-0036,True,False,False,80.0
mistral,pilot-0038,True,False,False,90.0
mistral,pilot-0039,True,True,True,90.0
mistral,pilot-0040,True,True,True,90.0
mistral,pilot-0041,True,False,False,90.0
mistral,pilot-0043,True,True,True,90.0
mistral,pilot-0044,True,False,False,90.0
mistral,pilot-0045,True,True,True,100.0
mistral,pilot-0046,True,False,False,90.0
mistral,pilot-0047,True,False,False,80.0
mistral,pilot-0048,True,False,False,90.0
mistral,pilot-0049,True,True,True,100.0
mistral,pilot-0050,True,True,True,90.0
mistral,pilot-0051,True,True,True,90.0
mistral,pilot-0052,True,True,True,100.0
mistral,pilot-0053,True,False,False,100.0
mistral,pilot-0054,True,True,True,100.0
mistral,pilot-0056,True,True,True,90.0
mistral,pilot-0057,True,False,False,90.0
mistral,pilot-0058,True,False,False,90.0
mistral,pilot-0059,True,True,True,100.0
mistral,pilot-0060,True,True,True,100.0
mistral,pilot-0061,True,False,False,80.0
mistral,pilot-0062,True,False,False,100.0
mistral,pilot-0063,True,False,False,80.0
mistral,pilot-0064,True,False,False,90.0
mistral,pilot-0065,True,False,False,90.0
mistral,pilot-0067,True,False,False,90.0
mistral,pilot-0068,True,False,False,90.0
mistral,pilot-0069,True,False,False,90.0
mistral,pilot-0073,True,False,False,80.0
mistral,pilot-0074,True,False,False,100.0
mistral,pilot-0076,True,False,False,90.0
mistral,pilot-0078,True,False,False,90.0
mistral,pilot-0079,True,False,False,80.0
mistral,pilot-0081,True,False,False,95.0
mistral,pilot-0082,True,False,False,90.0
mistral,pilot-0083,True,False,False,90.0
mistral,pilot-0084,True,True,True,100.0
mistral,pilot-0085,True,False,False,90.0
mistral,pilot-0086,True,False,False,90.0
mistral,pilot-0087,True,False,False,90.0
mistral,pilot-0088,True,False,False,80.0
mistral,pilot-0089,True,False,False,90.0
mistral,pilot-0091,True,False,False,80.0
mistral,pilot-0092,True,False,False,90.0
mistral,pilot-0093,True,False,False,80.0
mistral,pilot-0094,True,False,False,90.0
mistral,pilot-0095,True,False,False,90.0
mistral,pilot-0096,True,False,False,100.0
mistral,pilot-0097,True,False,False,90.0
mistral,pilot-0098,True,False,False,100.0
mistral,pilot-0099,True,True,True,90.0
mistral,pilot-0100,True,False,False,90.0
mistral,pilot-0101,True,False,False,100.0
mistral,pilot-0102,True,True,True,80.0
mistral,pilot-0103,True,True,True,90.0
mistral,pilot-0104,True,True,True,90.0
mistral,pilot-0105,True,True,True,80.0
mistral,pilot-0106,True,True,True,90.0
mistral,pilot-0107,True,True,True,90.0
mistral,pilot-0108,True,True,True,90.0
mistral,pilot-0109,True,True,True,90.0
mistral,pilot-0110,True,True,True,90.0
mistral,pilot-0111,True,True,True,100.0
mistral,pilot-0112,True,False,False,90.0
mistral,pilot-0113,True,True,True,95.0
mistral,pilot-0114,True,True,True,90.0
mistral,pilot-0115,True,True,True,90.0
mistral,pilot-0116,True,True,True,90.0
mistral,pilot-0117,True,False,False,90.0
mistral,pilot-0118,True,True,True,90.0
mistral,pilot-0119,True,True,True,90.0
mistral,pilot-0120,True,False,False,80.0
mistral,pilot-0121,True,False,False,100.0
mistral,pilot-0122,True,True,True,90.0
mistral,pilot-0123,True,True,True,80.0
mistral,pilot-0124,True,True,True,100.0
mistral,pilot-0125,True,True,True,90.0
mistral,pilot-0126,True,True,True,90.0
mistral,pilot-0127,True,True,True,90.0
mistral,pilot-0128,True,True,True,90.0
mistral,pilot-0129,True,True,True,90.0
mistral,pilot-0130,True,True,True,90.0
mistral,pilot-0131,True,True,True,80.0
mistral,pilot-0132,True,True,True,80.0
mistral,pilot-0134,True,True,True,90.0
mistral,pilot-0135,True,True,True,90.0
mistral,pilot-0136,True,False,False,90.0
mistral,pilot-0137,True,True,True,80.0
mistral,pilot-0139,True,True,True,90.0
mistral,pilot-0140,True,True,True,90.0
mistral,pilot-0141,True,False,False,80.0
mistral,pilot-0142,True,False,False,90.0
mistral,pilot-0143,True,False,False,90.0
mistral,pilot-0144,True,False,False,90.0
mistral,pilot-0145,True,False,False,90.0
mistral,pilot-0146,True,False,False,90.0
mistral,pilot-0147,True,True,True,100.0
mistral,pilot-0148,True,False,False,80.0
mistral,pilot-0149,True,False,False,100.0
mistral,pilot-0150,True,False,False,90.0
mistral,pilot-0151,True,False,False,90.0
mistral,pilot-0152,True,False,False,90.0
mistral,pilot-0153,True,False,False,90.0
mistral,pilot-0154,True,False,False,100.0
mistral,pilot-0155,True,False,False,90.0
mistral,pilot-0156,True,False,False,90.0
mistral,pilot-0157,True,False,False,90.0
mistral,pilot-0158,True,False,False,100.0
mistral,pilot-0159,True,True,True,100.0
mistral,pilot-0160,True,False,False,80.0
mistral,pilot-0161,True,True,True,80.0
mistral,pilot-0162,True,False,False,90.0
mistral,pilot-0163,True,True,True,90.0
mistral,pilot-0164,True,True,True,90.0
mistral,pilot-0165,True,True,True,90.0
mistral,pilot-0166,True,True,True,90.0
mistral,pilot-0167,True,True,True,90.0
mistral,pilot-0170,True,True,True,90.0
mistral,pilot-0171,True,True,True,90.0
mistral,pilot-0172,True,True,True,90.0
mistral,pilot-0173,True,True,True,90.0
mistral,pilot-0174,True,True,True,100.0
mistral,pilot-0176,True,True,True,90.0
mistral,pilot-0177,True,False,False,100.0
mistral,pilot-0178,True,True,True,100.0
mistral,pilot-0179,True,True,True,90.0
mistral,pilot-0180,True,True,True,90.0
mistral,pilot-0181,True,False,False,100.0
mistral,pilot-0183,True,False,False,80.0
mistral,pilot-0184,True,True,True,100.0
mistral,pilot-0185,True,False,False,90.0
mistral,pilot-0186,True,True,True,90.0
mistral,pilot-0187,True,True,True,90.0
mistral,pilot-0188,True,False,False,80.0
mistral,pilot-0189,True,True,True,70.0
mistral,pilot-0190,True,False,False,90.0
mistral,pilot-0191,True,True,True,90.0
mistral,pilot-0192,True,False,False,80.0
mistral,pilot-0193,True,True,True,100.0
mistral,pilot-0194,True,True,True,90.0
mistral,pilot-0195,True,True,True,90.0
mistral,pilot-0197,True,True,True,90.0
mistral,pilot-0198,True,True,True,100.0
mistral,pilot-0199,True,True,True,90.0
mistral,pilot-0200,True,True,True,100.0
mistral,pilot-0201,True,True,True,90.0
mistral,pilot-0202,True,False,False,80.0
mistral,pilot-0203,True,True,True,80.0
mistral,pilot-0204,True,True,True,90.0
mistral,pilot-0205,True,True,True,80.0
mistral,pilot-0206,True,True,True,90.0
mistral,pilot-0207,True,True,True,100.0
mistral,pilot-0208,True,True,True,90.0
mistral,pilot-0209,True,True,True,90.0
mistral,pilot-0211,True,True,True,90.0
mistral,pilot-0212,True,False,False,90.0
mistral,pilot-0213,True,False,False,100.0
mistral,pilot-0214,True,True,True,90.0
mistral,pilot-0215,True,True,True,90.0
mistral,pilot-0216,True,True,True,90.0
mistral,pilot-0217,True,True,True,90.0
mistral,pilot-0218,True,False,False,90.0
mistral,pilot-0219,True,True,True,90.0
mistral,pilot-0221,True,False,False,90.0
mistral,pilot-0222,True,False,False,100.0
mistral,pilot-0223,True,False,False,100.0
mistral,pilot-0224,True,False,False,90.0
mistral,pilot-0225,True,False,False,90.0
mistral,pilot-0226,True,False,False,90.0
mistral,pilot-0227,True,False,False,100.0
mistral,pilot-0228,True,False,False,90.0
mistral,pilot-0229,True,False,False,90.0
mistral,pilot-0231,True,False,False,100.0
mistral,pilot-0232,True,False,False,100.0
mistral,pilot-0233,True,False,False,90.0
mistral,pilot-0234,True,False,False,90.0
mistral,pilot-0235,True,False,False,90.0
mistral,pilot-0236,True,False,False,90.0
mistral,pilot-0237,True,False,False,90.0
mistral,pilot-0238,True,False,False,90.0
mistral,pilot-0239,True,False,False,80.0
mistral,pilot-0240,True,False,False,100.0
mistral,pilot-0241,True,False,False,80.0
mistral,pilot-0242,True,True,True,90.0
mistral,pilot-0243,True,True,True,90.0
mistral,pilot-0244,True,False,False,90.0
mistral,pilot-0245,True,True,True,90.0
mistral,pilot-0246,False,False,True,100.0
mistral,pilot-0247,True,True,True,90.0
mistral,pilot-0248,True,False,False,90.0
mistral,pilot-0249,True,True,True,80.0
mistral,pilot-0250,True,True,True,90.0
mistral,pilot-0251,True,False,False,90.0
mistral,pilot-0252,True,True,True,90.0
mistral,pilot-0254,True,True,True,90.0
mistral,pilot-0255,True,True,True,90.0
mistral,pilot-0256,False,True,False,100.0
mistral,pilot-0257,True,False,False,90.0
mistral,pilot-0258,True,True,True,80.0
mistral,pilot-0259,True,True,True,80.0
mistral,pilot-0260,True,False,False,90.0
mistral,pilot-0261,True,True,True,90.0
mistral,pilot-0262,True,False,False,80.0
mistral,pilot-0263,True,True,True,80.0
mistral,pilot-0264,True,True,True,100.0
mistral,pilot-0265,True,True,True,90.0
mistral,pilot-0266,True,False,False,90.0
mistral,pilot-0267,True,True,True,100.0
mistral,pilot-0268,True,True,True,100.0
mistral,pilot-0269,True,True,True,90.0
mistral,pilot-0270,True,False,False,90.0
mistral,pilot-0271,True,True,True,90.0
mistral,pilot-0272,True,True,True,100.0
mistral,pilot-0273,True,True,True,
mistral,pilot-0274,True,True,True,90.0
mistral,pilot-0276,True,True,True,100.0
mistral,pilot-0277,True,True,True,90.0
mistral,pilot-0278,True,True,True,90.0
mistral,pilot-0279,True,True,True,90.0
mistral,pilot-0280,True,False,False,90.0
mistral,pilot-0281,True,True,True,90.0
mistral,pilot-0282,True,False,False,90.0
mistral,pilot-0283,True,True,True,90.0
mistral,pilot-0285,True,False,False,100.0
mistral,pilot-0286,True,False,False,80.0
mistral,pilot-0287,True,False,False,100.0
mistral,pilot-0289,True,True,True,100.0
mistral,pilot-0291,True,True,True,90.0
mistral,pilot-0292,True,False,False,90.0
mistral,pilot-0293,True,True,True,90.0
mistral,pilot-0294,True,False,False,90.0
mistral,pilot-0295,True,False,False,100.0
mistral,pilot-0296,True,False,False,90.0
mistral,pilot-0297,True,False,False,100.0
mistral,pilot-0298,True,True,True,90.0
mistral,pilot-0299,True,True,True,80.0
mistral,pilot-0300,True,False,False,90.0
mistral,pilot-0006,True,True,True,100.0
mistral,pilot-0080,True,False,False,80.0
mistral,pilot-0090,True,False,False,100.0
mistral,pilot-0168,True,True,True,90.0
mistral,pilot-0175,True,True,True,90.0
phi3,pilot-0002,True,True,True,90.0
phi3,pilot-0003,True,True,True,90.0
phi3,pilot-0005,True,True,True,90.0
phi3,pilot-0006,True,True,True,90.0
phi3,pilot-0007,True,False,False,90.0
phi3,pilot-0008,True,True,True,90.0
phi3,pilot-0009,True,True,True,90.0
phi3,pilot-0010,True,True,True,90.0
phi3,pilot-0011,True,True,True,90.0
phi3,pilot-0014,True,True,True,90.0
phi3,pilot-0015,True,True,True,90.0
phi3,pilot-0016,True,True,True,90.0
phi3,pilot-0017,False,True,False,95.0
